alpha,beta,lat_mu,lat_var,c,d,k_1,mu_1,mu_2,p_ber,phi_inf1,phi_inf2,rho_susc1,rho_susc2,nu_inf,tau_susc,beta_m
0.042733809685418,0.021366904842709,3,7,3,7,17,3e-05,1e-06,0.2,1,1,1,1,0.2,0.1,1
